mnc,year,sector,upe_code,upe_name,jur_code,jur_name,total_revenues,profit_before_tax,tax_paid,employees,tangible_assets,tax_accrued,unrelated_revenues,related_revenues,stated_capital,accumulated_earnings,currency
ENEL,2017,Utilities,ITA,Italy,ROU,Romania,1813000000,139000000,10170000,3090,NA,NA,NA,NA,NA,NA,EUR
ENEL,2018,Utilities,ITA,Italy,ITA,Italy,61742000000,3731000000,776150000,30596,NA,NA,NA,NA,NA,NA,EUR
ENEL,2018,Utilities,ITA,Italy,BRA,Brazil,10507000000,339000000,168000000,11270,NA,NA,NA,NA,NA,NA,EUR
ENEL,2018,Utilities,ITA,Italy,CHL,Chile,3248000000,700000000,164390000,2213,NA,NA,NA,NA,NA,NA,EUR
ENEL,2018,Utilities,ITA,Italy,COL,Colombia,2518000000,724000000,262370000,2097,NA,NA,NA,NA,NA,NA,EUR
ENEL,2018,Utilities,ITA,Italy,ARG,Argentina,1298000000,389000000,30530000,4600,NA,NA,NA,NA,NA,NA,EUR
ENEL,2018,Utilities,ITA,Italy,PER,Peru,1270000000,363000000,94000000,942,NA,NA,NA,NA,NA,NA,EUR
ENEL,2018,Utilities,ITA,Italy,RUS,Russia,1003000000,89000000,8260000,2556,NA,NA,NA,NA,NA,NA,EUR
ENEL,2018,Utilities,ITA,Italy,ROU,Romania,1745000000,-43000000,11430000,3037,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,ITA,Italy,63524400000,1590500000,769300000,29778,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,BRA,Brazil,12515500000,528500000,162800000,10883,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,CHL,Chile,3523800000,421200000,100900000,2153,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,COL,Colombia,2607800000,821500000,234300000,2166,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,ARG,Argentina,1399800000,479800000,108600000,4247,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,PER,Peru,1410400000,386100000,103800000,935,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,RUS,Russia,1034100000,201200000,29300000,2501,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,ROU,Romania,1966200000,173100000,13700000,3159,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,OTHER,USA and Canada,1220600000,70500000,1600000,1295,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,PAN,Panama,197700000,89200000,32900000,93,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,NLD,Netherlands,110100000,158600000,8200000,16,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,MEX,Mexico,765500000,-121900000,82600000,308,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,GTM,Guatemala,56700000,7000000,2000000,86.7,NA,NA,NA,NA,NA,NA,EUR
ENEL,2019,Utilities,ITA,Italy,CRI,Costa Rica,21000000,-4700000,3200000,39,NA,NA,NA,NA,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,ITA,Italy,42320400000,1532800000,1025400000,29777,28235700000,1038000000,40231600000,2088800000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,ESP,Spain,16793400000,1637300000,136200000,9659,22958200000,120000000,15761000000,1032400000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,RUS,Russia,553100000,52300000,13200000,1475,606500000,10700000,547600000,5500000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,ROU,Romania,1406200000,223300000,21100000,3248,1993000000,23800000,1401300000,4900000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,NLD,Netherlands,3740800000,301400000,43400000,20,100000,75200000,2209800000,1531000000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,OTHER,USA and Canada,1295600000,201600000,3500000,1306,7305700000,0,1271000000,24600000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,MEX,Mexico,167600000,32800000,15400000,333,1207000000,8700000,164600000,3000000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,BRA,Brazil,7337600000,286700000,141400000,10137,2602500000,112400000,7298100000,39500000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,CHL,Chile,3333500000,-40000000,3200000,2259,5998500000,343700000,3188600000,144900000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,COL,Colombia,2086800000,740100000,233100000,2191,3652000000,237400000,2079700000,7100000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,ARG,Argentina,1648900000,140800000,79600000,4074,1287700000,52400000,1586400000,62500000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,PER,Peru,1171900000,269000000,79200000,954,2275900000,96500000,1171900000,0,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,PAN,Panama,137200000,83400000,15900000,99,339200000,26900000,136700000,500000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,GTM,Guatemala,46100000,16700000,1900000,86,309800000,2100000,45200000,900000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,CRI,Costa Rica,22300000,5300000,400000,37,145300000,1300000,21900000,400000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,BGR,Bulgaria,9300000,4100000,400000,6,31400000,400000,9200000,100000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,FRA,France,307700000,6700000,1600000,57,23000000,100000,277700000,30000000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,DEU,Germany,260300000,19900000,300000,23,700000,900000,223200000,37100000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,GRC,Greece,115500000,27900000,300000,114,628800000,6000000,111900000,3600000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,IRL,Ireland,11900000,1000000,0,52,1600000,0,8900000,3000000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,NOR,Norway,300000,900000,NA,11,100000,NA,200000,100000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,POL,Poland,NA,2100000,NA,13,0,NA,2500000,NA,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,PRT,Portugal,1081200000,63600000,10600000,61,16500000,9100000,973100000,108100000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,SVK,Slovakia,NA,1400000,NA,1,0,NA,100000,NA,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,TUR,Turkey,2000000,2400000,0,2,100000,0,100000,1900000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,GBR,United Kingdom,12100000,1200000,100000,25,9100000,300000,11100000,1000000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,KEN,Kenya,NA,500000,NA,2,0,NA,0,NA,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,MAR,Morocco,NA,2000000,800000,31,1200000,700000,5500000,NA,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,ZMB,Zambia,NA,9400000,NA,6,21400000,NA,6100000,NA,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,AUS,Australia,15700000,-44200000,700000,85,23500000,-200000,13600000,2100000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,DZA,Algeria,NA,200000,NA,1,0,NA,500000,NA,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,NZL,New Zealand,5900000,800000,NA,9,0,200000,5100000,800000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,EGY,Egypt,NA,100000,NA,NA,NA,NA,NA,NA,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,ZAF,South Africa,83800000,0,300000,166,1147400000,NA,83500000,300000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,IDN,Indonesia,NA,-300000,NA,1,900000,NA,0,NA,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,CHN,China,NA,800000,NA,6,100000,NA,0,NA,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,ISR,Israel,600000,200000,NA,1,0,0,100000,500000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,SGP,Singapore,100000,2700000,0,3,200000,NA,100000,0,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,JPN,Japan,8200000,1000000,0,19,300000,0,8000000,200000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,IND,India,21000000,3700000,100000,322,116000000,NA,15100000,5900000,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,KOR,South Korea,24800000,2500000,NA,38,1600000,NA,24800000,0,NA,NA,EUR
ENEL,2020,Utilities,ITA,Italy,TWN,Taiwan,NA,700000,NA,6,200000,NA,100000,NA,NA,NA,EUR
ENEL,2021,Utilities,ITA,Italy,FRA,France,492300000,-3100000,-900000,68,40800000,0,461200000,31100000,5500000,-2000000,EUR
ENEL,2021,Utilities,ITA,Italy,DEU,Germany,341900000,-31700000,600000,22,9600000,300000,259900000,82000000,19400000,-9200000,EUR
ENEL,2021,Utilities,ITA,Italy,GRC,Greece,126400000,30600000,10200000,112,603900000,9100000,122900000,3500000,788500000,-178000000,EUR
ENEL,2021,Utilities,ITA,Italy,ITA,Italy,53007400000,2534500000,763400000,30256,28781500000,1107200000,43767400000,9240000000,43051200000,22782700000,EUR
ENEL,2021,Utilities,ITA,Italy,NLD,Netherlands,3221600000,-1268800000,49300000,20,100000,10400000,2317700000,903900000,2042000000,10236400000,EUR
ENEL,2021,Utilities,ITA,Italy,PRT,Portugal,1300300000,36000000,10100000,74,33600000,4700000,1088500000,211800000,400000,4900000,EUR
ENEL,2021,Utilities,ITA,Italy,ROU,Romania,1711600000,13600000,19000000,3291,1985100000,7500000,1619200000,92400000,1137100000,1209300000,EUR
ENEL,2021,Utilities,ITA,Italy,RUS,Russia,576500000,39100000,5400000,1465,851000000,0,570200000,6300000,996900000,331300000,EUR
ENEL,2021,Utilities,ITA,Italy,ESP,Spain,30341500000,2368500000,159900000,9376,24142500000,227000000,25415000000,4926500000,20934500000,31937900000,EUR
ENEL,2021,Utilities,ITA,Italy,OTHER,USA and Canada,1477500000,124800000,1400000,1558,10069500000,-6300000,1457600000,19900000,15798600000,937900000,EUR
ENEL,2021,Utilities,ITA,Italy,MEX,Mexico,298400000,-17100000,6400000,356,1339800000,3600000,294400000,4000000,1584700000,-24500000,EUR
ENEL,2021,Utilities,ITA,Italy,ARG,Argentina,1945300000,-13400000,25000000,4079,1836700000,21000000,1887500000,57800000,867600000,788600000,EUR
ENEL,2021,Utilities,ITA,Italy,BRA,Brazil,9929400000,498800000,199200000,8966,3328800000,159800000,9905700000,23700000,10842700000,2129700000,EUR
ENEL,2021,Utilities,ITA,Italy,CHL,Chile,3528300000,-292300000,120600000,2249,6667100000,283400000,3498400000,29900000,21016500000,1271100000,EUR
ENEL,2021,Utilities,ITA,Italy,COL,Colombia,2248400000,875400000,249200000,2256,3675100000,261400000,2247200000,1200000,512400000,1938400000,EUR
ENEL,2021,Utilities,ITA,Italy,CRI,Costa Rica,20000000,-168700000,1600000,36,27400000,100000,19200000,800000,260000000,81400000,EUR
ENEL,2021,Utilities,ITA,Italy,GTM,Guatemala,79000000,25000000,2300000,94,340000000,2300000,78800000,200000,248900000,189600000,EUR
ENEL,2021,Utilities,ITA,Italy,PAN,Panama,154700000,108900000,26900000,94,389300000,37900000,154400000,300000,372200000,173600000,EUR
ENEL,2021,Utilities,ITA,Italy,PER,Peru,1179700000,302100000,106100000,988,2341400000,89500000,1179700000,0,2261000000,216100000,EUR
ENEL,2021,Utilities,ITA,Italy,IND,India,21900000,-5700000,400000,418,320300000,100000,14400000,7500000,189300000,-22200000,EUR
ENEL,2021,Utilities,ITA,Italy,ZAF,South Africa,140500000,-1800000,NA,178,1271600000,NA,133300000,7200000,1151500000,-223700000,EUR
ENEL,2021,Utilities,ITA,Italy,IRL,Ireland,13200000,700000,0,51,900000,NA,9500000,3700000,2900000,22200000,EUR
ENEL,2021,Utilities,ITA,Italy,NOR,Norway,900000,-1200000,NA,8,100000,NA,700000,200000,1600000,1800000,EUR
ENEL,2021,Utilities,ITA,Italy,POL,Poland,18000000,1300000,NA,16,0,0,17900000,100000,3900000,-2900000,EUR
ENEL,2021,Utilities,ITA,Italy,SVK,Slovakia,NA,-1400000,NA,NA,0,NA,0,NA,NA,NA,EUR
ENEL,2021,Utilities,ITA,Italy,TUR,Turkey,1000000,-6400000,100000,2,0,100000,0,1000000,13500000,-7200000,EUR
ENEL,2021,Utilities,ITA,Italy,GBR,United Kingdom,15600000,1700000,NA,24,200000,NA,13700000,1900000,1200000,1600000,EUR
ENEL,2021,Utilities,ITA,Italy,URY,Uruguay,1600000,1200000,0,1,0,100000,1600000,0,0,-800000,EUR
ENEL,2021,Utilities,ITA,Italy,CHN,China,500000,-2000000,NA,9,600000,NA,300000,200000,3300000,-1000000,EUR
ENEL,2021,Utilities,ITA,Italy,IDN,Indonesia,NA,-1600000,NA,1,0,NA,0,NA,11200000,-1100000,EUR
ENEL,2021,Utilities,ITA,Italy,ISR,Israel,500000,0,NA,1,0,0,400000,100000,NA,NA,EUR
ENEL,2021,Utilities,ITA,Italy,JPN,Japan,12600000,-2000000,0,22,500000,0,12500000,100000,5700000,-2900000,EUR
ENEL,2021,Utilities,ITA,Italy,SGP,Singapore,200000,-2400000,0,3,200000,0,100000,100000,4800000,-5500000,EUR
ENEL,2021,Utilities,ITA,Italy,KOR,South Korea,25600000,-2000000,0,39,6800000,NA,25600000,0,33700000,-22100000,EUR
ENEL,2021,Utilities,ITA,Italy,TWN,Taiwan,NA,-900000,NA,6,300000,NA,800000,NA,1200000,-700000,EUR
ENEL,2021,Utilities,ITA,Italy,AUS,Australia,63400000,-21300000,-700000,91,287000000,1900000,61200000,2200000,375900000,-44800000,EUR
ENEL,2021,Utilities,ITA,Italy,KEN,Kenya,NA,-500000,NA,2,0,NA,NA,NA,2500000,-3400000,EUR
ENEL,2021,Utilities,ITA,Italy,MAR,Morocco,NA,-1000000,NA,35,1300000,100000,5100000,NA,45600000,3200000,EUR
ENEL,2021,Utilities,ITA,Italy,NZL,New Zealand,6500000,400000,300000,5,100000,100000,6000000,500000,2000000,-600000,EUR
ENEL,2021,Utilities,ITA,Italy,ZMB,Zambia,NA,4000000,NA,6,28500000,NA,13700000,NA,8800000,-10300000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,AUT,Austria,1097130000,52110000,4421000,122,127904000,5213000,763456000,333674000,132278000,66844000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,BEL,Belgium,1055250000,-390429000,86901000,223,2651000,86439000,323225000,732025000,2975525000,-285663000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,HRV,Croatia,26978000,-11215000,NA,32,106916000,NA,5336000,21642000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,CYP,Cyprus,1000,-23889000,NA,30,17043000,NA,NA,1000,538005000,-260128000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,CZE,Czechia,5209000,-239000,64000,16,697000,81000,5209000,NA,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,DNK,Denmark,578000,152000,37000,2,NA,33000,NA,578000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,FRA,France,4236956000,84432000,25259000,726,314832000,12515000,3277351000,959605000,212854000,90753000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,DEU,Germany,4581842000,109645000,31557000,552,363912000,34410000,4121390000,460452000,94145000,74923000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,GRC,Greece,2548000,368000,102000,10,132000,134000,1212000,1336000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,GRL,Greenland,2000,-8538000,NA,NA,NA,NA,NA,2000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,HUN,Hungary,282823000,21047000,8179000,1341,332594000,10295000,272284000,10539000,153463000,38810000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,IRL,Ireland,216303000,39013000,5600000,15,NA,5498000,121368000,94935000,500000000,53640000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,ITA,Italy,37762414000,1393508000,322720000,20935,13195823000,436117000,25279011000,12483403000,8363728000,4310366000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,JEY,Jersey,21653000,6420000,NA,NA,18627000,NA,NA,21653000,25157000,6045000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,MLT,Malta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,MNE,Montenegro,NA,-2360000,NA,3,37000,NA,NA,NA,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,NLD,Netherlands,1309514000,248997000,4846000,62,31111000,2502000,57513000,1252001000,20509761000,16557875000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,NOR,Norway,1694202000,516329000,-21560000,417,4717581000,4290000,357457000,1336745000,28273000,647080000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,POL,Poland,2385000,753000,131000,6,292000,146000,1125000,1260000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,PRT,Portugal,NA,-3281000,NA,7,13822000,NA,NA,NA,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,ROU,Romania,2726000,328000,27000,15,657000,27000,2124000,602000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,SVK,Slovakia,1244000,-281000,10000,6,13000,5000,1244000,NA,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,SVN,Slovenia,35206000,3641000,607000,26,1590000,626000,35091000,115000,12957000,11934000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,ESP,Spain,286363000,4256000,1152000,92,15726000,1045000,267314000,19049000,17299000,2286000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,SWE,Sweden,2351000,425000,91000,1,367000,92000,1850000,501000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,CHE,Switzerland,763619000,17719000,3091000,80,86965000,3876000,742070000,21549000,94713000,18773000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,TUR,Turkey,15305000,9773000,166000,10,29806000,166000,8640000,6665000,4000,561000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,UKR,Ukraine,2481000,261000,NA,17,61000,55000,2481000,NA,1248000,-563000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,GBR,United Kingdom,27175734000,193668000,100841000,985,2068589000,112323000,15479864000,11695870000,5200773000,3861911000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,DZA,Algeria,1294607000,491392000,516914000,786,3232780000,520439000,657669000,636938000,12000,-45000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,AGO,Angola,2368079000,312940000,356329000,369,5275039000,189360000,127280000,2240799000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,COG,Congo,1112508000,-147769000,168558000,567,5571642000,171487000,153570000,958938000,380993000,-295581000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,COD,Democratic Republic of the Congo,4000,131000,NA,NA,NA,NA,NA,4000,793000,-821000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,EGY,Egypt,3440382000,1537711000,270093000,2866,6410266000,271249000,3434621000,5761000,2000,1348000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,GAB,Gabon,7096000,-37587000,NA,16,12806000,NA,NA,7096000,13501000,-49744000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,GHA,Ghana,135915000,-3339000,NA,248,1575574000,NA,1149000,134766000,12548000,-197672000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,CIV,Côte d'Ivoire,NA,-25283000,NA,NA,NA,NA,NA,NA,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,KEN,Kenya,4000,-5180000,NA,6,5000,NA,NA,4000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,LBY,Libya,3588864000,2053712000,1510372000,3402,3322158000,1531940000,3249841000,339023000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,MAR,Morocco,2000,-2178000,NA,1,1262000,NA,NA,2000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,MOZ,Mozambique,5000,-4871000,NA,44,NA,NA,5000,NA,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,NGA,Nigeria,1101745000,-123533000,154773000,1177,2229788000,142404000,283680000,818065000,2422000,2610283000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,ZAF,South Africa,7000,-11829000,NA,3,53000,NA,6000,1000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,TUN,Tunisia,155916000,8505000,100132000,514,239863000,116066000,84109000,71807000,101000,8000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,AUS,Australia,217141000,43289000,13123000,114,897518000,23337000,190562000,26579000,98692000,-97399000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,CHN,China,211905000,1413000,122000,67,46249000,243000,204102000,7803000,43076000,-50017000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,IND,India,171000,-460000,NA,4,2738000,63000,NA,171000,242000,-227000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,IDN,Indonesia,266423000,-39249000,17328000,932,1776611000,32258000,113984000,152439000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,IRN,Iran,3959000,-3410000,NA,1,NA,2853000,3546000,413000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,IRQ,Iraq,627265000,29119000,36288000,449,657204000,27429000,NA,627265000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,KAZ,Kazakhstan,1399509000,468706000,161192000,1478,10548131000,164662000,715500000,684009000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,MMR,Myanmar,3000,-14182000,NA,23,247000,NA,NA,3000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,PAK,Pakistan,142965000,29060000,291000,365,114661000,1966000,124513000,18452000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,RUS,Russia,132023000,35725000,338000,99,336493000,341000,86865000,45158000,33467000,-24830000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,SAU,Saudi Arabia,21033000,NA,NA,NA,NA,NA,21033000,NA,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,SGP,Singapore,3395541000,11570000,79000,19,79322000,-55000,3357521000,38020000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,TLS,Timor-Leste,763000,-365000,NA,3,151000,NA,470000,293000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,TKM,Turkmenistan,117728000,14627000,8467000,995,485531000,11795000,114021000,3707000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,ARE,United Arab Emirates,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,VNM,Viet Nam,1000,-25819000,NA,31,4835000,NA,NA,1000,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,ARG,Argentina,NA,-620000,NA,NA,NA,NA,NA,NA,1046000,-304000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,BHS,Bahamas,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,BMU,Bermuda,110000,73000,NA,NA,NA,NA,NA,110000,93040000,300732000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,BRA,Brazil,NA,-11000,NA,NA,NA,NA,NA,NA,400453000,-400468000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,VGB,Virgin Islands (British),NA,NA,NA,NA,NA,NA,NA,NA,42000,625804000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,CAN,Canada,NA,NA,NA,NA,NA,NA,NA,NA,2211922000,-1137948000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,CYM,Cayman Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,ECU,Ecuador,236837000,52181000,27514000,782,267916000,53553000,131012000,105825000,191000,30935000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,MEX,Mexico,NA,-24544000,NA,46,146553000,NA,NA,NA,NA,-24857000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,TTO,Trinidad and Tobago,18551000,27803000,2978000,NA,65048000,2878000,18440000,111000,20000,25915000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,USA,United States of America,4974906000,-368171000,-4138000,393,3003108000,4939000,357781000,4617125000,3379687000,-2056573000,EUR
ENI,2017,"Oil, Gas and Mining",ITA,Italy,VEN,Venezuela,160753000,-215190000,NA,133,65198000,23060000,-128000,160881000,41392000,11401000,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,AUT,Austria,1229847000,49441000,8617000,131,124428000,9131000,872511000,357336000,132278000,84312000,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,BEL,Belgium,2425316000,293390000,85434000,233,3523000,63089000,767798000,1657518000,2419725000,123514000,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,CYP,Cyprus,4689000,-48174000,NA,30,11869000,NA,NA,4689000,568002000,-298465000,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,CZE,Czechia,5579000,-275000,92000,16,852000,89000,5579000,NA,NA,NA,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,DNK,Denmark,587000,172000,34000,2,NA,38000,NA,587000,NA,NA,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,FRA,France,4392137000,19826000,14442000,739,323235000,8750000,3451004000,941133000,268663000,20971000,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,DEU,Germany,2716743000,119618000,48300000,537,375949000,40798000,2445724000,271019000,94145000,78231000,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,GRC,Greece,192116000,12239000,184000,97,1495000,3892000,823000,191293000,19182000,6749000,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,GRL,Greenland,149000,-5836000,NA,NA,NA,NA,19000,130000,NA,NA,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,HUN,Hungary,210364000,-5854000,78000,159,33750000,67000,201712000,8652000,25380000,-10709000,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,IRL,Ireland,238354000,51773000,3000000,12,NA,7536000,149585000,88769000,500000000,67310000,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,ITA,Italy,43372971000,-1856038000,116508000,21066,13549180000,64106000,23609581000,19763390000,20115619000,26999365000,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,JEY,Jersey,20935000,7077000,NA,NA,8664000,NA,6670000,14265000,25546000,7077000,EUR
ENI,2018,"Oil, Gas and Mining",ITA,Italy,MLT,Malta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
